Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
donald trump and elon musk are sitting on a bed of rose petals and they are kissing ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donals trump and elon musk  kissing and hugging each other in a bed covered in rose petals,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
it is kamala harris speaking with a hat that says make america insane again,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala harris is wearing a blue hat that says make america insane again ,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
cartoon characters of trump and elon musk are riding a patriotic rocket ship decorated with the stars and stripes ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump and elon musk riding on americathemed spaceship,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump and elon musk are holding hands with trump looking longingly at musk ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump is holding up a gold coin with the bitcoin logo on it and the background has the sharers logo on it,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
trump and musk have been turned into superheroes and they are wearing superman costumes ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump is smiling while looking at his phone,12,12_can_seen_cocaine_smiling,"['can', 'seen', 'cocaine', 'smiling', 'his', 'be', 'phone', 'oval', 'what', 'mouth']","['bush is smiling with two thumbs up while a pile of cocaine is sitting on his desk in the oval office ', 'trump jr can be seen with a tissue in his mouth as he cries', 'trump can be seen in what looks to be a rundown prison corrido with his hands to his mouth seemingly to play the harmonica ', 'trump can be seen in distress at what looks to be a hearing those around him look past him to what is in front of him', 'trump can be seen in distress at what looks to be a hearing in this those around him look away ']",can - seen - cocaine - smiling - his - be - phone - oval - what - mouth,False
a picture of donald trump and elon musk playing golf on mars,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
donald trump and elon musk are dancing together in front of red white and blue fireworks ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
it is an image of hillary clinton and donald trump playing chess,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump and elon musk are dancing to bye bye bye ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
elon musk and donald trump taking a picture together,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
the photo is an image of donald trump wearing a black suit that resembles bricks ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
taylor swift dressed as uncle sam endorsing donald trump,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
girls in swifts for trump shirts,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
the image is a screenshot of an x post the post has two images one with a group of women wearing swifties for trump and another that has one woman at a trump rally wearing a shirt that says swifties for trump ,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,True
the image is a screenshot of a viral deepfake of donald trump dancing with elon musk which trump reposted on his x account ,0,0_elon_musk_dancing_are,"['elon', 'musk', 'dancing', 'are', 'and', 'donald', 'trump', 'on', 'golf', 'together']","['elon and trump are dancing', 'it is a video of donald trump and elon musk dancing together', 'donald trump is dancing with elon musk', 'donald trump is dancing with elon musk', 'donald trump and elon musk are dancing ']",elon - musk - dancing - are - and - donald - trump - on - golf - together,False
the image is a screenshot of donald trump retweeting an ai image of kamala harris at a communist rally ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump posting an image of taylor swift asking the american people to vote for trump,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
trump and harris are depicted as a couple and raising a child ,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
a screenshot of the tweet from donald trump picturing the crowd from the harriswalz rally at an airport hangar in detroit,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere,31,31_crowd_video_billions_attending,"['crowd', 'video', 'billions', 'attending', 'glitches', 'force', 'rally', 'first', 'air', 'harris']","['it is a video of kamala harris coming off a plane and a crowd just appears out of nowhere', 'it is a video of a kamala harris rally in the mountain with billions of people attending', 'kamala harris hosting a massive rally on top of mount everest with about the crowd size of millions or even billions attending', 'kamala harris is walking off of air force 2 and at first there is no crowd then the video glitches and a large crowd appears and starts cheering ', 'kamala harris is exiting air force 2 to attend a rally taking place at the airport at first she is walking down the stairs and no one is waiting for her arrival then the video glitches and you see that there is now a large crowd edited into the video']",crowd - video - billions - attending - glitches - force - rally - first - air - harris,True
it is a picture of trumps post that has ai generated taylor swift fans for trump,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,True
kamala harris is pregnant and donald trump is standing next to her with his hand on her stomach ,32,32_pregnant_father_hands_her,"['pregnant', 'father', 'hands', 'her', 'holding', 'harris', 'kamala', 'next', 'shown', 'crown']","['donald trump standing next to a pregnant kamala harris appearing to be the father', 'a pregnant kamala harris with donald trump as the father', 'donald trump and pregnant kamala harris are laughing while holding hands ', 'donald trump and kamala harris are walking on the beach at sunset holding hands they are shown kissing with government officials standing behind them then kamala harris is shown pregnant before the video cuts to her holding a child that looks like donald trump ', 'kamala harris is pregnant and holding hands with donald trump']",pregnant - father - hands - her - holding - harris - kamala - next - shown - crown,False
a pregnant kamala harris with donald trump as the father,32,32_pregnant_father_hands_her,"['pregnant', 'father', 'hands', 'her', 'holding', 'harris', 'kamala', 'next', 'shown', 'crown']","['donald trump standing next to a pregnant kamala harris appearing to be the father', 'a pregnant kamala harris with donald trump as the father', 'donald trump and pregnant kamala harris are laughing while holding hands ', 'donald trump and kamala harris are walking on the beach at sunset holding hands they are shown kissing with government officials standing behind them then kamala harris is shown pregnant before the video cuts to her holding a child that looks like donald trump ', 'kamala harris is pregnant and holding hands with donald trump']",pregnant - father - hands - her - holding - harris - kamala - next - shown - crown,True
it is a picture of a pregnant kamala harris and donald trump with his hand on her belly while looking at her,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump standing next to a pregnant kamala harris appearing to be the father,32,32_pregnant_father_hands_her,"['pregnant', 'father', 'hands', 'her', 'holding', 'harris', 'kamala', 'next', 'shown', 'crown']","['donald trump standing next to a pregnant kamala harris appearing to be the father', 'a pregnant kamala harris with donald trump as the father', 'donald trump and pregnant kamala harris are laughing while holding hands ', 'donald trump and kamala harris are walking on the beach at sunset holding hands they are shown kissing with government officials standing behind them then kamala harris is shown pregnant before the video cuts to her holding a child that looks like donald trump ', 'kamala harris is pregnant and holding hands with donald trump']",pregnant - father - hands - her - holding - harris - kamala - next - shown - crown,True
vp kamala harris wearing blackface,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
a group of protestors holding up a cardboard sign that reads shes not like us,26,26_chicago_massive_image_hammerandsickle,"['chicago', 'massive', 'image', 'hammerandsickle', 'which', 'communism', 'communist', 'setting', 'this', 'crowd']","['the image is an aigenerated deepfake depicting kamala harris addressing a large crowd in a setting reminiscent of a communist rally with a massive red flag featuring the hammer and sickle the setting is labeled as chicago implying a political statement about harris and communism', 'the image is a screenshot of a deepfake kamala harris is speaking at a communist rally in chicago which is a reference to the democratic national convention which was held in chicago this year the word kamalunism is typed onto the image ', 'image depicts kamala harris standing in front of a massive communistthemed rally with a hammerandsickle flag red banners and the term kamalunism superimposed the setting includes chicago which is a reference to the democratic national convention which was held in chicago this year ', 'this post contains a manipulated image of kamala harris addressing a crowd under a massive communist hammerandsickle flag in what appears to be a stadium in chicago the image falsely associates harris with communism reinforcing a political attack narrative', 'this post contains a manipulated image of kamala harris addressing a crowd under a massive communist hammerandsickle flag in what appears to be a stadium in chicago the image falsely associates harris with communism reinforcing a political attack narrative']",chicago - massive - image - hammerandsickle - which - communism - communist - setting - this - crowd,False
it is a picture of kamala harris in a black suit laughing on the mbta,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
kamala harris is on the subway laughing with other riders ,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
a screenshot of a tweet with vp kamala harris falling out of a coconut tree,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
kamala harris is depicted falling out a of a coconut tree ,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,True
screenshot of donald trumps with ai images of people wearing swifties for trump shirts,8,8_taylor_swift_for_post,"['taylor', 'swift', 'for', 'post', 'vote', 'swifties', 'shirts', 'sam', 'uncle', 'endorsing']","['a picture of trumps post with ai generated crowd pictures of taylor swift fans wearing swifities for trump shirts', 'taylor swift is dressed in an uncle sam outfit inciting people to vote for trump ', 'it is a screenshot of donald trumps post of an ai generated photo of taylor swift endorsing trump', 'it is a picture of trumps post that has ai generated taylor swift fans for trump', 'taylor swift is depicted in an uncle sam outfit to incite people to vote for him as taylor is ']",taylor - swift - for - post - vote - swifties - shirts - sam - uncle - endorsing,False
photo of harriswalz rally in a hangar with large crowd filling the entirety of the hangar and an airplane in the background,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
a crowd of fans at a harriswalz rally with their phones recordingtaking pictures of the event,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
donald trump and kamala harris are sitting on the beach together eating ice cream ,22,22_each_love_kamala_together,"['each', 'love', 'kamala', 'together', 'having', 'ice', 'eating', 'tea', 'cream', 'harris']","['donald trump and kamala harris eating ice cream together in american flag bathing suits at the beach', 'kamala and donald are in love with each other ', 'donald trump and kamala harris in love with each other', 'donald trump and kamala harris are sitting on the beach together eating ice cream ', 'donald trump and kamala harris are having tea with each other staring intimately into each others eyes ']",each - love - kamala - together - having - ice - eating - tea - cream - harris,True
donald trump and kamala harris eating ice cream together in american flag bathing suits at the beach,22,22_each_love_kamala_together,"['each', 'love', 'kamala', 'together', 'having', 'ice', 'eating', 'tea', 'cream', 'harris']","['donald trump and kamala harris eating ice cream together in american flag bathing suits at the beach', 'kamala and donald are in love with each other ', 'donald trump and kamala harris in love with each other', 'donald trump and kamala harris are sitting on the beach together eating ice cream ', 'donald trump and kamala harris are having tea with each other staring intimately into each others eyes ']",each - love - kamala - together - having - ice - eating - tea - cream - harris,True
it is an image of kamala harris on the beach in a us flag swimsuit,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
kamala is on the beach wearing an american flag swimsuit ,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
trump is depicted on the beach in a one piece american flag swimsuit,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
it is an image of donald trump in a onepiece american flag bathing suit at the beach,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
kamala harris is sitting smiling for a picture ,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
headshot photo of vp kamala harris,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
donald trump as an authoritarian dictator with soldiers behind him,-1,-1_of_is_the_donald,"['of', 'is', 'the', 'donald', 'an', 'and', 'trump', 'image', 'harris', 'in']","['it is an image of kamala harris speaking out into a communist crowd', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'it is a screenshot of donald trumps post of kamala harris in front of soldiers holding communist flags', 'the image is a picture of donald trump and the background is the soviet union flag ', 'it is an image of hillary clinton donald trump and barack obama at a party']",of - is - the - donald - an - and - trump - image - harris - in,False
it is a black and white image of kamala harris in a room,1,1_kamala_harris_clown_vp,"['kamala', 'harris', 'clown', 'vp', 'is', 'picture', 'of', 'money', 'wearing', 'depicted']","['kamala harris is dressed as a clown in face makeup ', 'they are pictures of kamala harris dressed up as a clown', 'kamala harris is depicted laughing and holding hands with a communist clown ', 'kamala is with a clown ', 'it is a picture of kamala harris dressed as a clown']",kamala - harris - clown - vp - is - picture - of - money - wearing - depicted,False
the video is a montage of multiple clips showing donald trump and kamala harriss romantic relationship they are walking on the beach together holding hands kissing in front of government officials and are having a baby together,23,23_baby_video_love_having,"['baby', 'video', 'love', 'having', 'relationship', 'together', 'clips', 'their', 'romantic', 'etc']","['the video is a compilation of video clips of kamala harris and donald trump as a couple and with their baby', 'it is a video of donald trump and kamala harris doing multiple things together such as walking on the beach her carrying his baby them holding their child together etc', 'it is a video of kamala harris and donald trump being in love and having a baby', 'a video of donald trump and kamala harris in love and having a baby', 'the video is a montage of multiple clips showing donald trump and kamala harriss romantic relationship they are walking on the beach together holding hands kissing in front of government officials and are having a baby together']",baby - video - love - having - relationship - together - clips - their - romantic - etc,True
it is a video of kamala harris and donald trump being in love and having a baby,23,23_baby_video_love_having,"['baby', 'video', 'love', 'having', 'relationship', 'together', 'clips', 'their', 'romantic', 'etc']","['the video is a compilation of video clips of kamala harris and donald trump as a couple and with their baby', 'it is a video of donald trump and kamala harris doing multiple things together such as walking on the beach her carrying his baby them holding their child together etc', 'it is a video of kamala harris and donald trump being in love and having a baby', 'a video of donald trump and kamala harris in love and having a baby', 'the video is a montage of multiple clips showing donald trump and kamala harriss romantic relationship they are walking on the beach together holding hands kissing in front of government officials and are having a baby together']",baby - video - love - having - relationship - together - clips - their - romantic - etc,True
